aau_name;url;UDD5;displaydocclass;instpostdistrikt;studietidtx;afbrud;afbrud_statusaar;afbrud_n;undervisningsform_p1;undervisningsform_p2;undervisningsform_p3;undervisningsform_p4;undervisningsform_p5;;;;;branchetxt1;branchetxt2;branchetxt3;branchetxt4;branchepct1;branchepct2;branchepct3;branchepct4;offt_privat;branche_statusaar;branche_n;maanedloenp25_10aar;maanedloen_10aar;maanedloenp75_10aar;maanedloen_10aar_n;maanedloen_10aar_statusaar;ledighed_10aar;ledighed_10aar_statusaar;ledighed_10aar_n;ivaerksaetteri;ivaerksaetteri_statusaar;ivaerksaetteri_n;arbejdsform_andet_pct;arbejdsform_andet_pct2;arbejdsform_faste_aften_nat_pct;arbejdsform_fastedagtimer_pct;arbejdsform_fleksible_pct;arbejdsform_skiftende_pct;arbejdsform_tilretteselv_pct;arbejdsform_n;arbejdsform_statusaar;arbejdstid_timer;arbejdstid_n;arbejdstid_statusaar;dimbesvarelser_antal;dimbesvarelser_pct;fagligmiljo_likert;fagligmiljo_n;fagligmiljo_statusaar;fagligtmotivation_likert;fagligtmotivation_n;fagligtmotivation_statusaar;foerstejob1pct;foerstejob2pct;foerstejob3pct;foerstejob4pct;foerstejob1tx;foerstejob2tx;foerstejob3tx;foerstejob4tx;foerstejob_n;foerstejob_statusaar;jobskabende_p1;jobskabende_p2;jobskabende_p3;jobskabende_p4;jobskabende_p5;jobskabende_n;jobskabende_statusaar;kompetencerudd_p1;kompetencerudd_p2;kompetencerudd_p3;kompetencerudd_p4;kompetencerudd_p5;kompetencerudd_n;kompetencerudd_statusaar;kvalitet_likert;kvalitet_n;kvalitet_statusaar;medstuderende_likert;medstuderende_n;medstuderende_statusaar;relevans_overens_udd_job_likert;relevans_overens_udd_job_n;rel_over_udd_job_statusaar;ruster_til_job_likert;ruster_til_job_n;ruster_til_job_statusaar;socialtmiljo_likert;socialtmiljo_n;socialtmiljo_statusaar;socialtmotivation_likert;socialtmotivation_n;socialtmotivation_statusaar;studbesvarelser_antal;studbesvarelser_pct;tidsforbrug_frivilligtxt;tidsforbrug_selvstudiumtxt;tidsforbrug_studiejobtxt;tidsforbrug_undervisningtxt;tidsforbrug_n;tidsforbrug_statusaar;udbytte_undervisning_likert;udbytte_undervisning_n;udb_undervisning_statusaar;udlandet_dk25_pct;udlandet_dk_pct;udlandet_udlandet_pct;udlandet_n;udlandet_statusaar;undervisere_engagerede_likert;undervisere_engagerede_n;und_engagerede_statusaar;undervisere_faglighed_likert;undervisere_faglighed_n;und_faglighed_statusaar;undervisere_feedback_likert;undervisere_feedback_n;und_feedback_statusaar;undervisere_formidling_likert;undervisere_formidling_n;und_formidling_statusaar;undervisere_kontakt_likert;undervisere_kontakt_n;und_kontakt_statusaar;undervisningsform_n;undervisningsform_statusaar
;www.ug.dk/uddannelser/universitetsuddannelser/kandidatuddannelser/samfundsvidenskabeligekandidatuddannelser/forvaltningmv/socialt-arbejde;71450;Kandidatuddannelse;Aalborg;2 år og 8 måneder;18;2013-2015;531;Selvstudie;Projektarbejde;Forelæsninger;Gruppearbejde;Klasseundervisning;;;;;Offentlig administration forsvar og politi;Sundhed og socialvæsen;Undervisning;Øvrige brancher;34;30;17;18;13;2012-2014;642;;;;;Ingen data;;Ingen data;;;Ingen data;;2;4;0;24;48;2;24;46;2016/2017;38;45;2016/2017;64;48;3,61;36;2016/2017;3,63;35;2016/2017;61;12;8;6;Jeg søgte og blev ansat efter et stillingsopslag;Jeg fik job gennem mit netværk;Jeg blev headhuntet;Andet;49;2016/2017;De kompetencer jeg fik fra uddannelsen;Jeg har den uddannelse som er en forudsætning for jobbet;Praktik;Netværk;Frivilligt arbejde;46;2016/2017;Anvendelse af teori og metode inden for mit fagområde;Analytiske kompetencer;Omsætte teori til praktisk;Tilegnelse af ny viden;Tværfaglige og projektorienterede kompetencer;41;2016/2017;4,04;28;2016/2017;3,83;35;2016/2017;3,69;45;2016/2017;4;45;2016/2017;4,09;35;2016/2017;3,97;35;2016/2017;44;34;2;33;9;25;28;2016/2017;3,94;35;2016/2017;0;96;4;49;2016/2017;4,32;34;2016/2017;4,49;35;2016/2017;3,48;33;2016/2017;3,86;35;2016/2017;3,7;33;2016/2017;25;2016/2017
;www.ug.dk/uddannelser/universitetsuddannelser/kandidatuddannelser/samfundsvidenskabeligekandidatuddannelser/forvaltningmv/socialt-arbejde;71450;Kandidatuddannelse;København SV;2 år og 8 måneder;18;2013-2015;531;Selvstudie;Projektarbejde;Forelæsninger;Klasseundervisning;Gruppearbejde;;;;;Offentlig administration forsvar og politi;Sundhed og socialvæsen;Undervisning;Øvrige brancher;34;30;17;18;13;2012-2014;642;;;;;Ingen data;;Ingen data;;;Ingen data;;0;2;0;20;60;2;18;65;2016/2017;37;65;2016/2017;80;34;3,31;49;2016/2017;3,08;50;2016/2017;47;15;13;10;Jeg søgte og blev ansat efter et stillingsopslag;Andet;Jeg fik job gennem mit netværk;Jeg fortsatte i job på den arbejdsplads, hvor jeg havde studiejob;68;2016/2017;Jeg har den uddannelse som er en forudsætning for jobbet;De kompetencer jeg fik fra uddannelsen;Netværk;Studiejob;Praktik;64;2016/2017;Analytiske kompetencer;Anvendelse af teori og metode inden for mit fagområde;Tilegnelse af ny viden;Tværfaglige og projektorienterede kompetencer;Min evne til at arbejde struktureret og overholde deadlines;58;2016/2017;3,71;42;2016/2017;3,8;50;2016/2017;3,65;65;2016/2017;3,95;65;2016/2017;3,68;50;2016/2017;3,65;51;2016/2017;64;25;2;24;11;17;44;2016/2017;3,88;51;2016/2017;0;99;1;67;2016/2017;4,2;51;2016/2017;4,41;51;2016/2017;3,44;48;2016/2017;3,76;51;2016/2017;3,62;47;2016/2017;41;2016/2017
;www.ug.dk/uddannelser/universitetsuddannelser/kandidatuddannelser/samfundsvidenskabeligekandidatuddannelser/oevrigesamfundsvidenskab/turisme;64550;Kandidatuddannelse;Aalborg;2 år og 1 måneder;13;2013-2015;371;;;;;;;;;;Rejsebureauer rengøring og anden operationel service;Undervisning;Offentlig administration forsvar og politi;Øvrige brancher;24;16;15;45;62;2012-2014;239;;;;;Ingen data;;Ingen data;;;Ingen data;;0;4;0;19;59;4;19;27;2016/2017;35;27;2016/2017;38;34;;;Ingen data;;;Ingen data;46;25;11;7;Jeg søgte og blev ansat efter et stillingsopslag;Jeg fik job gennem mit netværk;Jeg fortsatte i job på den arbejdsplads, hvor jeg skrev opgave/projekt/speciale eller var i praktik;Jeg blev headhuntet;28;2016/2017;Praktik;Netværk;De kompetencer jeg fik fra uddannelsen;Studiejob;Jeg har den uddannelse som er en forudsætning for jobbet;28;2016/2017;Evnen til at samarbejde;Min evne til at arbejde struktureret og overholde deadlines;Analytiske kompetencer;Formidlingsevner;Evne til at begå mig i et internationalt miljø;28;2016/2017;;;Ingen data;;;Ingen data;3,38;26;2016/2017;3,63;27;2016/2017;;;Ingen data;;;Ingen data;;;;;;;;Ingen data;;;Ingen data;0;89;11;28;2016/2017;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;Ingen data
;www.ug.dk/uddannelser/universitetsuddannelser/kandidatuddannelser/samfundsvidenskabeligekandidatuddannelser/oevrigesamfundsvidenskab/turisme;64550;Kandidatuddannelse;København SV;2 år og 1 måneder;13;2013-2015;371;Projektarbejde;Selvstudie;Forelæsninger;Klasseundervisning;Gruppearbejde;;;;;Rejsebureauer rengøring og anden operationel service;Undervisning;Offentlig administration forsvar og politi;Øvrige brancher;24;16;15;45;62;2012-2014;239;;;;;Ingen data;;Ingen data;;;Ingen data;;0;8;0;46;29;17;8;24;2016/2017;36;24;2016/2017;29;34;3,82;44;2016/2017;3,93;44;2016/2017;21;21;17;17;Jeg fortsatte i job på den arbejdsplads, hvor jeg skrev opgave/projekt/speciale eller var i praktik;Jeg søgte og blev ansat efter et stillingsopslag;Jeg fik job gennem mit netværk;Jeg søgte uopfordret;24;2016/2017;Netværk;Praktik;De kompetencer jeg fik fra uddannelsen;Projekt i samarbejde med offentlig eller privat virksomhed;Studiejob;20;2016/2017;Evne til at begå mig i et internationalt miljø;Tværfaglige og projektorienterede kompetencer;Formidlingsevner;Analytiske kompetencer;Menneskelige kompetencer;20;2016/2017;3,92;39;2016/2017;3,68;44;2016/2017;2,7;23;2016/2017;3;23;2016/2017;3,93;44;2016/2017;3,95;44;2016/2017;50;33;4;33;15;27;39;2016/2017;3,93;44;2016/2017;0;88;13;24;2016/2017;4,23;44;2016/2017;4,27;44;2016/2017;3,48;44;2016/2017;4,02;44;2016/2017;3,98;44;2016/2017;33;2016/2017
;www.ug.dk/uddannelser/universitetsuddannelser/kandidatuddannelser/samfundsvidenskabeligekandidatuddannelser/forvaltningmv/udvikling-og-internationale-relationer;30210;Kandidatuddannelse;Aalborg;2 år og 3 måneder;4;2013-2015;458;Forelæsninger;Projektarbejde;Selvstudie;Gruppearbejde;Klasseundervisning;;;;;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;3,88;50;2016/2017;3,86;49;2016/2017;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;3,52;46;2016/2017;3,74;50;2016/2017;;;Ingen data;;;Ingen data;3,94;50;2016/2017;3,82;50;2016/2017;61;29;4;29;9;24;46;2016/2017;3,94;50;2016/2017;;;;;Ingen data;4,12;50;2016/2017;4,06;50;2016/2017;3,26;50;2016/2017;3,37;49;2016/2017;3,88;50;2016/2017;50;2016/2017
;www.ug.dk/uddannelser/universitetsuddannelser/kandidatuddannelser/samfundsvidenskabeligekandidatuddannelser/forvaltningmv/udvikling-og-internationale-relationer;30210;Kandidatuddannelse;København SV;2 år og 3 måneder;4;2013-2015;458;;;;;;;;;;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;0;7;7;36;29;0;29;14;2016/2017;37;14;2016/2017;19;38;;;Ingen data;;;Ingen data;43;29;14;7;Jeg søgte og blev ansat efter et stillingsopslag;Jeg fik job gennem mit netværk;Jeg fortsatte i job på den arbejdsplads, hvor jeg havde studiejob;Andet;14;2016/2017;Netværk;Frivilligt arbejde;Praktik;Jeg har den uddannelse som er en forudsætning for jobbet;De kompetencer jeg fik fra uddannelsen;14;2016/2017;Kulturforståelse;Evnen til at samarbejde;Tværfaglige og projektorienterede kompetencer;I mit nuværende job benytter jeg ikke kompetencer fra min videregående uddannelse;Evne til at begå mig i et internationalt miljø;14;2016/2017;;;Ingen data;;;Ingen data;3,29;14;2016/2017;3,5;14;2016/2017;;;Ingen data;;;Ingen data;;;;;;;;Ingen data;;;Ingen data;0;93;7;14;2016/2017;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;Ingen data
;www.ug.dk/uddannelser/universitetsuddannelser/kandidatuddannelser/sundhedsvidenskabeligekandidatuddannelser/folkesundhedsvidenskab;71850;Kandidatuddannelse;Aalborg;1 år og 9 måneder;7;2013-2015;161;Projektarbejde;Selvstudie;Forelæsninger;Gruppearbejde;Klasseundervisning;;;;;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;0;0;0;8;56;0;36;25;2016/2017;38;25;2016/2017;28;46;3,71;31;2016/2017;3,68;31;2016/2017;56;20;16;4;Jeg søgte og blev ansat efter et stillingsopslag;Jeg fik job gennem mit netværk;Andet;Jeg fortsatte i job på den arbejdsplads, hvor jeg skrev opgave/projekt/speciale eller var i praktik;25;2016/2017;De kompetencer jeg fik fra uddannelsen;Jeg har den uddannelse som er en forudsætning for jobbet;Netværk;Projekt i samarbejde med offentlig eller privat virksomhed;Frivilligt arbejde;25;2016/2017;Tværfaglige og projektorienterede kompetencer;Evnen til at samarbejde;Anvendelse af teori og metode inden for mit fagområde;Min evne til at arbejde struktureret og overholde deadlines;Analytiske kompetencer;24;2016/2017;4,26;27;2016/2017;3,94;31;2016/2017;3,92;25;2016/2017;4,2;25;2016/2017;3,94;31;2016/2017;4,1;30;2016/2017;36;31;1;32;6;33;27;2016/2017;4,13;31;2016/2017;0;96;4;25;2016/2017;4,52;31;2016/2017;4,45;31;2016/2017;3,61;31;2016/2017;3,81;31;2016/2017;4,26;31;2016/2017;22;2016/2017
;www.ug.dk/uddannelser/universitetsuddannelser/kandidatuddannelser/sundhedsvidenskabeligekandidatuddannelser/medicin;71700,7171;Kandidatuddannelse;Aalborg;;2;2013-2015;86;Praktik;Selvstudie;Gruppearbejde;Forelæsninger;Øvelsestimer;;;;;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;4,15;53;2016/2017;3,89;53;2016/2017;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;4,47;49;2016/2017;4,23;53;2016/2017;;;Ingen data;;;Ingen data;4,26;53;2016/2017;4,38;53;2016/2017;64;37;4;20;7;35;49;2016/2017;4,3;53;2016/2017;;;;;Ingen data;3,98;53;2016/2017;4,49;53;2016/2017;3,57;53;2016/2017;3,77;53;2016/2017;3,51;53;2016/2017;37;2016/2017
;www.ug.dk/uddannelser/universitetsuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/civilingenioeruddannelser/systainable-biotechnology;83460;Kandidatuddannelse;København SV;2 år og 1 måneder;12;2013-2015;25;;;;;;;;;;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;;;;;;Ingen data;;;Ingen data;;;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;Ingen data
;www.ug.dk/uddannelser/universitetsuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/civilingenioeruddannelser/sustainable-energy-engineering;83720,8343;Kandidatuddannelse;Esbjerg;2 år og 1 måneder;4;2013-2015;23;Projektarbejde;Gruppearbejde;Forelæsninger;Selvstudie;Klasseundervisning;;;;;Industri;Videnservice;Energiforsyning;Øvrige brancher;36;34;15;15;88;2012-2014;67;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;3,83;12;2016/2017;3,5;12;2016/2017;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;4;12;2016/2017;4,08;12;2016/2017;;;Ingen data;;;Ingen data;3,92;12;2016/2017;4,17;12;2016/2017;12;50;3;22;5;28;12;2016/2017;4,08;12;2016/2017;;;;;Ingen data;4,33;12;2016/2017;4,5;12;2016/2017;3,64;11;2016/2017;3,92;12;2016/2017;4,5;12;2016/2017;11;2016/2017
;www.ug.dk/uddannelser/universitetsuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/civilingenioeruddannelser/byggeri;83450;Kandidatuddannelse;Aalborg;;;Ingen data;;;;;;;;;;;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;;;;;;Ingen data;;;Ingen data;;;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;Ingen data
;www.ug.dk/uddannelser/universitetsuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/civilingenioeruddannelser/bygningsdesign;83650,83350,53600,53610,52610,52600,60630,83250,83260;Kandidatuddannelse;Aalborg;1 år og 11 måneder;5;2013-2015;164;Gruppearbejde;Projektarbejde;Forelæsninger;Selvstudie;Faglig vejledning fra din underviser;;;;;Videnservice;Industri;Offentlig administration forsvar og politi;Øvrige brancher;41;15;11;33;74;2012-2014;4783;37.800;44.500;49.100;330;2013-2015;1;2013-2016;297;3;2011-2013;278;0;0;0;11;57;0;31;70;2016/2017;39;70;2016/2017;82;38;4,21;43;2016/2017;4,21;43;2016/2017;31;18;15;14;Jeg søgte og blev ansat efter et stillingsopslag;Jeg søgte uopfordret;Jeg fortsatte i job på den arbejdsplads, hvor jeg skrev opgave/projekt/speciale eller var i praktik;Jeg fik job gennem mit netværk;72;2016/2017;De kompetencer jeg fik fra uddannelsen;Jeg har den uddannelse som er en forudsætning for jobbet;Netværk;Afsluttende opgave;Praktik;61;2016/2017;Tilegnelse af ny viden;Tværfaglige og projektorienterede kompetencer;Anvendelse af teori og metode inden for mit fagområde;Min evne til at arbejde struktureret og overholde deadlines;Evnen til at samarbejde;59;2016/2017;4,16;37;2016/2017;3,98;41;2016/2017;4,2;70;2016/2017;4,29;70;2016/2017;4,26;42;2016/2017;4,28;43;2016/2017;46;35;1;36;9;25;37;2016/2017;4,14;42;2016/2017;1;89;10;72;2016/2017;4;42;2016/2017;4,02;42;2016/2017;3,69;42;2016/2017;3,52;42;2016/2017;3,79;42;2016/2017;37;2016/2017
;www.ug.dk/uddannelser/universitetsuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/civilingenioeruddannelser/innovativ-kommunikationsteknik-og-entreprenoerskab;83370,8344;Kandidatuddannelse;København SV;1 år og 9 måneder;10;2013-2015;159;Projektarbejde;Gruppearbejde;Forelæsninger;Selvstudie;Klasseundervisning;;;;;Industri;Information og kommunikation;Videnservice;Øvrige brancher;32;28;16;24;86;2012-2014;530;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;3,79;19;2016/2017;3,32;19;2016/2017;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;4,22;18;2016/2017;3,7;20;2016/2017;;;Ingen data;;;Ingen data;4,1;20;2016/2017;4,4;20;2016/2017;23;41;1;35;12;23;18;2016/2017;4,2;20;2016/2017;;;;;Ingen data;4,45;20;2016/2017;4,3;20;2016/2017;4,05;20;2016/2017;4,05;20;2016/2017;4,55;20;2016/2017;20;2016/2017
;www.ug.dk/uddannelser/universitetsuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/civilingenioeruddannelser/kemisk-og-biokemisk-teknologi;83580,83340,53600;Kandidatuddannelse;Esbjerg;1 år og 10 måneder;15;2013-2015;84;;;;;;;;;;Videnservice;Offentlig administration forsvar og politi;Industri;Øvrige brancher;25;19;12;44;55;2012-2014;274;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;;;;;;Ingen data;;;Ingen data;;;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;Ingen data
;www.ug.dk/uddannelser/universitetsuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/civilingenioeruddannelser/lyd-og-akustisk-teknologi;83480,52360,83370,53600;Kandidatuddannelse;Aalborg;1 år og 9 måneder;9;2013-2015;111;;;;;;;;;;Industri;Information og kommunikation;Videnservice;Øvrige brancher;31;29;17;24;85;2012-2014;619;;;;;Ingen data;;Ingen data;;;Ingen data;;0;0;0;7;68;0;25;68;2016/2017;40;67;2016/2017;84;37;;;Ingen data;;;Ingen data;43;22;12;9;Jeg søgte og blev ansat efter et stillingsopslag;Jeg fik job gennem mit netværk;Jeg fortsatte i job på den arbejdsplads, hvor jeg skrev opgave/projekt/speciale eller var i praktik;Jeg søgte uopfordret;69;2016/2017;De kompetencer jeg fik fra uddannelsen;Jeg har den uddannelse som er en forudsætning for jobbet;Netværk;Afsluttende opgave;Gode karakterer;66;2016/2017;Analytiske kompetencer;Tekniske kompetencer;Tilegnelse af ny viden;Anvendelse af teori og metode inden for mit fagområde;Evnen til at samarbejde;63;2016/2017;;;Ingen data;;;Ingen data;3,91;67;2016/2017;4,25;67;2016/2017;;;Ingen data;;;Ingen data;;;;;;;;Ingen data;;;Ingen data;19;77;4;69;2016/2017;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;Ingen data
;www.ug.dk/uddannelser/universitetsuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/civilingenioeruddannelser/olie-og-gasteknologi;83470,83330,53600,30000;Kandidatuddannelse;Esbjerg;2 år og 0 måneder;13;2013-2015;63;;;;;;;;;;Industri;Videnservice;Undervisning;Øvrige brancher;32;30;12;26;79;2012-2014;363;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;;;;;;Ingen data;;;Ingen data;;;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;Ingen data
;www.ug.dk/uddannelser/universitetsuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/oevrigetekniskvidenskab/ledelse-og-informatik-i-byggeriet;83620;Kandidatuddannelse;København SV;2 år og 0 måneder;20;2013-2015;138;Projektarbejde;Selvstudie;Gruppearbejde;Faglig vejledning fra din underviser;Klasseundervisning;;;;;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;3,71;14;2016/2017;3,29;14;2016/2017;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;4,29;14;2016/2017;3,71;14;2016/2017;;;Ingen data;;;Ingen data;3,93;14;2016/2017;4,14;14;2016/2017;17;43;2;31;6;23;14;2016/2017;4,07;14;2016/2017;;;;;Ingen data;4,5;14;2016/2017;4,5;14;2016/2017;4,07;14;2016/2017;3,57;14;2016/2017;3,86;14;2016/2017;15;2016/2017
;www.ug.dk/uddannelser/universitetsuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/civilingenioeruddannelser/baeredygtig-byudvikling;83000;Kandidatuddannelse;København SV;1 år og 9 måneder;12;2013-2015;74;Projektarbejde;Forelæsninger;Klasseundervisning;Selvstudie;Gruppearbejde;;;;;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;16;52;4;19;2016/2017;3,47;19;2016/2017;55;9;9;9;Jeg søgte og blev ansat efter et stillingsopslag;Andet;Jeg fik job gennem mit netværk;Jeg fortsatte i job på den arbejdsplads, hvor jeg havde studiejob;11;2016/2017;Praktik;Studiejob;Netværk;Gode karakterer;De kompetencer jeg fik fra uddannelsen;10;2016/2017;;;;;;;Ingen data;2,82;17;2016/2017;3,39;18;2016/2017;;;Ingen data;;;Ingen data;3,58;19;2016/2017;3,53;19;2016/2017;21;38;1;20;11;30;17;2016/2017;3,33;18;2016/2017;0;100;0;11;2016/2017;3,94;18;2016/2017;3,94;18;2016/2017;3,39;18;2016/2017;3,44;18;2016/2017;4,11;18;2016/2017;17;2016/2017
;www.ug.dk/uddannelser/universitetsuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/civilingenioeruddannelser/baeredygtigt-design;83150;Kandidatuddannelse;København SV;;14;2013-2015;29;Projektarbejde;Klasseundervisning;Gruppearbejde;Selvstudie;Forelæsninger;;;;;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;3,56;16;2016/2017;3,25;16;2016/2017;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;3,88;16;2016/2017;3,31;16;2016/2017;;;Ingen data;;;Ingen data;3,75;16;2016/2017;3,63;16;2016/2017;17;43;1;36;11;25;16;2016/2017;4,07;15;2016/2017;;;;;Ingen data;4;16;2016/2017;4,06;16;2016/2017;3,44;16;2016/2017;3,81;16;2016/2017;4,19;16;2016/2017;15;2016/2017
;www.ug.dk/uddannelser/universitetsuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/civilingenioeruddannelser/bioteknologi;83330,53600,30000;Kandidatuddannelse;Aalborg;2 år og 1 måneder;18;2013-2015;40;;;;;;;;;;Industri;Videnservice;Undervisning;Øvrige brancher;32;30;12;26;79;2012-2014;363;;;;;Ingen data;;Ingen data;;;Ingen data;;0;6;0;23;45;6;26;31;2016/2017;41;31;2016/2017;35;45;3,9;10;2016/2017;3,5;10;2016/2017;47;22;9;6;Jeg søgte og blev ansat efter et stillingsopslag;Jeg fik job gennem mit netværk;Jeg fortsatte i job på den arbejdsplads, hvor jeg skrev opgave/projekt/speciale eller var i praktik;Andet;32;2016/2017;De kompetencer jeg fik fra uddannelsen;Jeg har den uddannelse som er en forudsætning for jobbet;Netværk;Gode karakterer;Afsluttende opgave;29;2016/2017;Evnen til at samarbejde;Tilegnelse af ny viden;Min evne til at arbejde struktureret og overholde deadlines;Tekniske kompetencer;Analytiske kompetencer;28;2016/2017;;;Ingen data;3,5;10;2016/2017;3,94;31;2016/2017;4,1;31;2016/2017;3,8;10;2016/2017;4,2;10;2016/2017;12;43;;;;;;Ingen data;3,9;10;2016/2017;9;78;13;32;2016/2017;3,8;10;2016/2017;4,2;10;2016/2017;3,6;10;2016/2017;3,7;10;2016/2017;4;10;2016/2017;;Ingen data
;www.ug.dk/uddannelser/universitetsuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/oevrigetekniskvidenskab/bygningers-energidesign;83740;Kandidatuddannelse;Aalborg;;;Ingen data;;;;;;;;;;;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;;;;;;Ingen data;;;Ingen data;;;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;Ingen data
;www.ug.dk/uddannelser/universitetsuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/civilingenioeruddannelser/byggeledelse;83600,8361;Kandidatuddannelse;Aalborg;1 år og 10 måneder;5;2013-2015;124;Projektarbejde;Gruppearbejde;Forelæsninger;Faglig vejledning fra din underviser;Selvstudie;;;;;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;3,83;30;2016/2017;3,67;30;2016/2017;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;3,96;27;2016/2017;3,67;30;2016/2017;;;Ingen data;;;Ingen data;4;30;2016/2017;3,83;30;2016/2017;34;43;4;41;10;34;27;2016/2017;4,2;30;2016/2017;;;;;Ingen data;4,17;30;2016/2017;4,07;30;2016/2017;3,8;30;2016/2017;3,67;30;2016/2017;4,17;30;2016/2017;26;2016/2017
